,alcohol,volatile acidity,total sulfur dioxide,citric acid,quality
1375,9.9,0.56,100.0,0.26,5
1376,10.0,0.885,31.0,0.2,5
1377,12.2,0.49,74.0,0.26,6
1378,9.9,0.45,28.0,0.15,6
1379,10.8,0.57,35.0,0.02,6
1380,10.8,0.57,35.0,0.02,6
1381,9.6,0.83,25.0,0.09,5
1382,9.9,0.6,105.0,0.22,5
1383,9.9,0.6,105.0,0.22,5
1384,9.5,0.755,84.0,0.15,5
1385,9.2,0.81,85.0,0.25,5
1386,9.6,0.64,23.0,0.07,5
1387,9.6,0.64,23.0,0.07,5
1388,10.3,0.64,49.0,0.31,5
1389,9.7,0.48,111.0,0.02,5
1390,12.5,0.49,33.0,0.0,6
1391,11.0,0.64,33.0,0.22,5
1392,9.8,0.62,12.0,0.06,5
1393,10.2,0.52,59.0,0.25,5
1394,9.2,0.57,73.0,0.14,5
1395,9.55,0.685,12.0,0.1,6
1396,9.55,0.675,11.0,0.1,5
1397,9.9,0.59,104.0,0.26,5
1398,10.2,0.6,28.0,0.12,7
1399,11.1,0.67,24.0,0.0,6
1400,9.9,0.69,141.0,0.21,5
1401,9.9,0.69,141.0,0.21,5
1402,11.9,0.3,24.0,0.42,6
1403,10.0,0.33,13.0,0.33,8
1404,10.7,0.5,46.0,0.39,6
1405,11.3,0.28,34.0,0.3,7
1406,10.9,0.24,22.0,0.34,6
1407,10.7,0.51,54.0,0.0,6
1408,12.4,0.29,53.0,0.36,7
1409,10.7,0.51,54.0,0.0,6
1410,11.9,0.96,16.0,0.0,6
1411,10.6,0.47,19.0,0.4,6
1412,10.9,0.24,22.0,0.34,6
1413,10.1,0.57,89.0,0.25,5
1414,9.6,0.32,15.0,0.59,5
1415,9.4,0.58,18.0,0.0,5
1416,9.6,0.32,15.0,0.59,5
1417,12.1,0.34,37.0,0.33,7
1418,9.8,0.53,19.0,0.01,5
1419,9.9,0.64,133.0,0.21,5
1420,9.8,0.53,19.0,0.01,5
1421,9.4,0.4,58.0,0.18,5
1422,11.4,0.54,55.0,0.0,6
1423,11.0,0.53,31.0,0.09,4
1424,9.6,0.26,23.0,0.37,6
1425,9.6,0.26,23.0,0.37,6
1426,12.1,0.23,60.0,0.37,6
1427,11.2,0.41,23.0,0.33,5
1428,11.0,0.64,55.0,0.0,5
1429,11.3,0.18,67.0,0.4,5
1430,10.4,0.41,47.0,0.24,5
1431,9.9,0.43,74.0,0.31,6
1432,11.7,0.44,11.0,0.0,6
1433,10.1,0.4,25.0,0.16,7
1434,9.0,0.54,95.0,0.37,6
1435,9.0,0.54,95.0,0.37,6
1436,8.5,0.38,90.0,0.38,5
1437,11.1,0.915,39.0,0.29,5
1438,10.3,0.59,8.0,0.0,5
1439,11.0666666666667,0.67,92.0,0.02,6
1440,11.3,0.37,28.0,0.32,7
1441,9.56666666666667,0.785,98.0,0.19,6
1442,9.8,0.63,30.0,0.02,5
1443,11.7,0.58,22.0,0.2,5
1444,11.1,0.67,92.0,0.02,6
1445,9.6,0.785,98.0,0.19,6
1446,9.8,0.63,30.0,0.02,5
1447,9.7,0.67,39.0,0.0,5
1448,9.7,0.58,54.0,0.01,5
1449,11.3,0.38,29.0,0.31,8
1450,11.3,0.37,28.0,0.32,7
1451,11.0,0.32,17.0,0.44,7
1452,11.6,0.58,53.0,0.02,7
1453,9.0,0.49,85.0,0.33,5
1454,10.9,0.45,23.0,0.63,6
1455,10.9,0.9,17.0,0.0,6
1456,10.55,0.54,89.0,0.06,6
1457,9.0,0.49,85.0,0.33,5
1458,10.5,0.29,20.0,0.4,5
1459,11.9,0.2,15.0,0.35,7
1460,10.4,0.42,64.0,0.09,6
1461,10.0,0.785,13.0,0.0,4
1462,10.4,0.64,31.0,0.03,6
1463,10.8,0.63,39.0,0.01,6
1464,9.7,0.59,53.0,0.1,5
1465,9.7,0.59,53.0,0.1,5
1466,10.0,0.48,54.0,0.32,7
1467,11.0,1.04,32.0,0.08,4
1468,10.0,0.48,54.0,0.32,7
1469,9.7,0.98,49.0,0.05,3
1470,9.7,0.69,24.0,0.11,5
1471,12.6,0.7,16.0,0.08,5
1472,11.1,0.35,44.0,0.6,6
1473,11.0,0.6,45.0,0.08,5
1474,8.8,0.5,82.0,0.5,5
1475,13.5666666666667,0.47,89.0,0.11,7
1476,8.8,0.5,82.0,0.5,5
1477,13.6,0.47,89.0,0.11,7
1478,10.2,0.875,14.0,0.05,3
1479,10.6,0.28,22.0,0.6,5
1480,10.1,0.62,13.0,0.03,4
1481,10.6,0.28,22.0,0.6,5
1482,10.3,0.58,9.0,0.54,4
1483,10.7,0.33,12.0,0.44,5
1484,10.9,0.91,11.0,0.06,4
1485,9.7,0.655,25.0,0.16,5
1486,10.3,0.68,23.0,0.21,5
1487,10.6,0.64,17.0,0.05,5
1488,11.4,0.54,13.0,0.04,5
1489,10.8,0.57,11.0,0.1,6
1490,12.4,0.22,18.0,0.49,6
1491,11.4,0.54,13.0,0.04,5
1492,11.95,0.65,18.0,0.06,5
1493,9.7,0.54,147.0,0.26,5
1494,10.0,0.31,28.0,0.09,7
1495,10.6,0.43,28.0,0.02,6
1496,9.7,0.54,147.0,0.26,5
1497,11.5,0.74,16.0,0.03,6
1498,10.8,0.895,13.0,0.04,6
1499,11.5,0.74,16.0,0.03,6
1500,9.6,0.725,15.0,0.04,5
1501,9.4,0.82,64.0,0.29,5
1502,9.8,0.585,60.0,0.18,5
1503,11.0,0.44,14.0,0.39,6
1504,11.4,0.38,12.0,0.57,6
1505,9.95,0.76,12.0,0.02,3
1506,10.8,0.81,14.0,0.05,6
1507,11.4,0.38,12.0,0.57,6
1508,10.6,0.27,25.0,0.6,6
1509,11.1,0.18,20.0,0.4,5
1510,9.7,0.36,48.0,0.21,6
1511,9.8,0.69,27.0,0.04,5
1512,10.4,0.79,17.0,0.04,6
1513,10.5,0.56,65.0,0.15,6
1514,9.23333333333333,0.84,65.0,0.21,6
1515,9.25,0.84,65.0,0.21,6
1516,10.6,0.32,58.0,0.25,5
1517,10.3,0.53,44.0,0.06,6
1518,10.5,0.47,20.0,0.46,5
1519,10.2,0.7,27.0,0.08,5
1520,10.3,0.53,44.0,0.06,6
1521,9.05,0.48,23.0,0.2,4
1522,10.6,0.32,58.0,0.25,5
1523,10.4,0.48,61.0,0.25,5
1524,10.0,0.42,47.0,0.19,6
1525,9.7,0.48,34.0,0.08,5
1526,9.6,0.47,38.0,0.08,6
1527,10.8,0.53,24.0,0.07,6
1528,10.1,0.29,59.0,0.49,6
1529,10.2,0.69,52.0,0.08,6
1530,11.3,0.44,18.0,0.09,6
1531,10.2,0.705,28.0,0.1,5
1532,9.9,0.53,22.0,0.13,6
1533,9.0,0.39,84.0,0.3,5
1534,11.7,0.56,29.0,0.14,7
1535,9.7,0.55,35.0,0.13,6
1536,10.3,0.53,45.0,0.08,6
1537,10.2,0.58,31.0,0.08,6
1538,12.0,0.64,26.0,0.09,5
1539,9.9,0.39,60.0,0.32,5
1540,11.6,0.52,32.0,0.08,6
1541,10.9,0.25,49.0,0.29,7
1542,10.75,0.855,38.0,0.02,6
1543,10.4,0.44,19.0,0.42,6
1544,11.2,0.37,19.0,0.43,7
1545,10.1,0.63,28.0,0.33,6
1546,10.2,0.57,26.0,0.02,5
1547,12.1,0.6,26.0,0.1,5
1548,10.4,0.4,50.0,0.5,5
1549,11.4,0.36,24.0,0.3,8
1550,9.5,0.68,26.0,0.0,5
1551,9.4,0.67,27.0,0.0,5
1552,11.3,0.68,54.0,0.01,6
1553,9.4,0.735,28.0,0.0,5
1554,11.0,0.855,23.0,0.02,6
1555,10.55,0.56,24.0,0.17,7
1556,9.9,0.88,20.0,0.04,5
1557,11.0,0.855,23.0,0.02,6
1558,9.5,0.63,115.0,0.33,5
1559,9.9,0.6,131.0,0.26,5
1560,9.9,0.6,131.0,0.26,5
1561,9.9,0.6,131.0,0.26,5
1562,10.1,0.695,20.0,0.13,5
1563,10.1,0.695,20.0,0.13,5
1564,10.1,0.695,20.0,0.13,5
1565,10.9,0.67,42.0,0.02,6
1566,11.2,0.16,52.0,0.64,6
1567,10.1,0.695,20.0,0.13,5
1568,9.2,0.56,42.0,0.13,5
1569,11.5,0.51,34.0,0.14,6
1570,12.4,0.36,35.0,0.53,6
1571,11.1,0.38,25.0,0.14,6
1572,9.5,0.69,104.0,0.32,5
1573,12.5,0.58,50.0,0.2,6
1574,10.5,0.31,92.0,0.78,6
1575,11.8,0.52,20.0,0.4,6
1576,10.8,0.3,29.0,0.63,6
1577,11.9,0.7,27.0,0.15,6
1578,11.3,0.67,20.0,0.15,6
1579,11.3,0.56,32.0,0.09,5
1580,11.9,0.35,26.0,0.33,6
1581,11.3,0.56,32.0,0.09,5
1582,11.9,0.715,27.0,0.1,5
1583,9.8,0.46,98.0,0.29,5
1584,11.6,0.32,34.0,0.44,7
1585,11.5,0.39,48.0,0.44,6
1586,11.4,0.31,60.0,0.41,6
1587,10.9,0.61,28.0,0.11,6
1588,12.8,0.66,102.0,0.33,6
1589,9.2,0.725,79.0,0.2,5
1590,11.6,0.55,35.0,0.15,6
1591,11.6,0.74,26.0,0.09,6
1592,11.0,0.51,40.0,0.13,6
1593,9.5,0.62,38.0,0.08,6
1594,10.5,0.6,44.0,0.08,5
1595,11.2,0.55,51.0,0.1,6
1596,11.0,0.51,40.0,0.13,6
1597,10.2,0.645,44.0,0.12,5
1598,11.0,0.31,42.0,0.47,6
